train_idx,train_type,original_price,optimized_price,difference,predicted_demand,actual_demand,capacity
00021_22-03-2025-06.27,AVLO,24.41,29.41,5.0,501.2878808529171,501.2878818529174,581
00005_22-03-2025-07.02,OUIGO,39.26,39.26,0.0,212.79067098882052,212.79067198882052,509
00006_22-03-2025-07.27,AVE,73.51,78.51,5.0,33.349437219889666,33.34943821988966,414
00009_22-03-2025-08.07,IRYO,32.43,32.43,0.0,388.5234340723795,388.52343507237947,461
00007_22-03-2025-08.27,AVE,53.76,49.00999998626223,-4.750000013737768,138.5791550089561,138.5791560089561,414
00008_22-03-2025-08.57,AVE,42.38,37.45499967915468,-4.925000320845321,427.19662337662044,427.19662437662043,836
00009_22-03-2025-09.22,IRYO,52.26,52.26,0.0,80.01092669586473,80.01092769586472,461
00010_22-03-2025-09.27,AVE,69.28,65.04500001021574,-4.2349999897842565,114.60344100344103,114.60344200344103,414
00009_22-03-2025-09.57,IRYO,48.85,48.85,0.0,99.39768161035708,99.39768261035681,461
00011_22-03-2025-10.02,OUIGO,40.13,40.13,0.0,122.52126982769856,122.52127082769826,509
00012_22-03-2025-10.27,AVLO,41.52,37.404999649627094,-4.11500035037291,329.0980283613752,329.0980293613752,581
00009_22-03-2025-11.22,IRYO,25.04,25.04,0.0,461.0000000075297,461.0,461
00006_22-03-2025-11.27,AVE,42.41,37.5249998617523,-4.8850001382476975,487.25648268398004,487.25648368398004,803
00009_22-03-2025-12.22,IRYO,26.92,26.92,0.0,460.5428571502531,460.5428581502531,461
00013_22-03-2025-12.27,AVE,60.41,55.4149999382458,-4.995000061754197,179.6448655905785,179.6448665905785,378
00014_22-03-2025-13.18,AVE,82.74,87.32499960684918,4.5849996068491805,25.002976183687533,25.00297718368753,339
00015_22-03-2025-14.12,OUIGO,31.15,31.15,0.0,510.523076925456,509.0,509
00017_22-03-2025-14.42,IRYO,30.62,30.62,0.0,422.6185134374318,422.61851443743177,461
00018_22-03-2025-15.27,AVLO,27.76,31.02499955463971,3.264999554639708,530.5398039231826,530.5398049231826,547
00007_22-03-2025-16.27,AVE,81.32,86.32,5.0,77.74094155163789,77.74094255163789,414
00002_22-03-2025-16.37,IRYO,52.76,52.76,0.0,162.72483681990695,162.72483781990695,461
00015_22-03-2025-17.17,OUIGO,10.0,10.0,0.0,509.00000000826776,509.0,509
00018_22-03-2025-17.27,AVLO,24.91,29.91,5.0,575.2764705965116,575.2764715965118,581
00016_22-03-2025-18.27,AVE,120.2,125.2,5.0,31.344437222688896,31.344438222688893,414
00009_22-03-2025-19.29,IRYO,33.89,33.89,0.0,307.9313469915449,307.9313479915449,461
00019_22-03-2025-19.34,AVLO,32.92,31.02499955463971,-1.8950004453602922,542.1373832874873,542.1373842874873,581
00009_22-03-2025-20.22,IRYO,26.56,26.56,0.0,461.0000000074217,461.0,461
00020_22-03-2025-20.27,AVE,21.07,26.07,5.0,408.79450550189716,408.79450650189716,414
00005_22-03-2025-21.02,OUIGO,16.76,16.76,0.0,509.00000000826884,509.0,509
