train_idx,train_type,original_price,optimized_price,difference,predicted_demand,real_demand,capacity
00021_22-03-2025-06.27,AVLO,24.41,34.41,9.999999999999996,369.9166666666667,369.9166666666667,581
00005_22-03-2025-07.02,OUIGO,39.26,39.26,0.0,60.43749999999997,60.437500030897354,509
00006_22-03-2025-07.27,AVE,73.51,83.51,10.0,20.272727272727252,20.27272727274989,414
00009_22-03-2025-08.07,IRYO,32.43,32.43,0.0,135.33333333333334,135.33333333333334,461
00007_22-03-2025-08.27,AVE,53.76,63.76,10.0,274.46666666666664,274.46666666666664,414
00008_22-03-2025-08.57,AVE,42.38,46.37999996093157,3.999999960931568,199.75,199.75,836
00009_22-03-2025-09.22,IRYO,52.26,52.26,0.0,18.785714285714285,18.785714285714285,461
00010_22-03-2025-09.27,AVE,69.28,77.12500064692463,7.845000646924632,8.11111111111111,8.11111111111111,414
00009_22-03-2025-09.57,IRYO,48.85,48.85,0.0,35.0,35.0,461
00011_22-03-2025-10.02,OUIGO,40.13,40.13,0.0,60.43749999999997,60.437500030897354,509
00012_22-03-2025-10.27,AVLO,41.52,51.52,10.0,33.7,33.7,581
00009_22-03-2025-11.22,IRYO,25.04,25.04,0.0,390.53846153846155,390.53846156942564,461
00006_22-03-2025-11.27,AVE,42.41,52.41,10.0,105.5,105.5,803
00009_22-03-2025-12.22,IRYO,26.92,26.92,0.0,269.2857142857143,269.2857142857143,461
00013_22-03-2025-12.27,AVE,60.41,70.41,10.0,34.0,34.0,378
00014_22-03-2025-13.18,AVE,82.74,92.74,10.0,1.1764705882352473,1.176470588235233,339
00015_22-03-2025-14.12,OUIGO,31.15,31.15,0.0,134.0,134.0,509
00017_22-03-2025-14.42,IRYO,30.62,30.62,0.0,269.2857142857143,269.2857142857143,461
00018_22-03-2025-15.27,AVLO,27.76,36.955000097753654,9.195000097753653,77.27777777777777,77.27777777777777,547
00007_22-03-2025-16.27,AVE,81.32,91.32,10.0,10.46153846153851,10.461538461538453,414
00002_22-03-2025-16.37,IRYO,52.76,52.76,0.0,153.57894736842104,153.57894739932817,461
00015_22-03-2025-17.17,OUIGO,10.0,10.0,0.0,937.875,509.0,509
00018_22-03-2025-17.27,AVLO,24.91,34.91,9.999999999999996,77.27777777777777,77.27777777777777,581
00016_22-03-2025-18.27,AVE,120.2,112.03500261690475,-8.164997383095255,0.16666666666666666,0.16666666666666666,414
00009_22-03-2025-19.29,IRYO,33.89,33.89,0.0,11.555555555555555,11.555555555555555,461
00019_22-03-2025-19.34,AVLO,32.92,38.50500025451885,5.585000254518846,7.071428571428571,7.071428571428571,581
00009_22-03-2025-20.22,IRYO,26.56,26.56,0.0,44.12500000000003,44.125000030897354,461
00020_22-03-2025-20.27,AVE,21.07,26.739999426283152,5.669999426283152,27.647058823551788,27.647058823551788,414
00005_22-03-2025-21.02,OUIGO,16.76,16.76,0.0,569.3333333333334,509.0,509
