train_idx,train_type,original_price,optimized_price,difference,predicted_demand,real_demand,capacity
00001_12-03-2025-06.12,AVLO,35.55,31.58499960358629,-3.965000396413707,633.4444444444445,581.0,581
00002_12-03-2025-06.22,IRYO,19.12,19.12,0.0,707.6923076923077,461.0,461
00003_12-03-2025-06.27,AVE,51.08,51.25500001613849,0.17500001613849037,307.0,307.0,359
00004_12-03-2025-06.57,AVE,92.74,92.35499890534695,-0.3850010946530489,19.63157894736843,19.63157894736843,414
00005_12-03-2025-07.02,OUIGO,29.34,29.34,0.0,93.27272727272728,93.27272727272761,509
00002_12-03-2025-07.22,IRYO,31.18,31.18,0.0,302.125,302.12500002751585,461
00006_12-03-2025-07.27,AVE,36.0,40.470000330352114,4.470000330352114,315.57142857142856,315.57142857142856,414
00004_12-03-2025-07.57,AVE,41.22,46.22,5.0,330.4,330.4,414
00007_12-03-2025-08.27,AVE,77.62,76.329999329882,-1.2900006701180047,3.578947368421126,3.5789473684214244,414
00002_12-03-2025-08.32,IRYO,28.44,28.44,0.0,318.64285714285717,318.64285714285717,461
00008_12-03-2025-08.57,AVE,51.31,47.17000004928026,-4.139999950719741,213.25,213.25,414
00009_12-03-2025-09.22,IRYO,34.46,34.46,0.0,89.46153846153847,89.46153848901122,461
00010_12-03-2025-09.27,AVE,67.9,65.53499987656471,-2.365000123435294,51.5,51.5,414
00009_12-03-2025-09.57,IRYO,35.87,35.87,0.0,130.05263157894737,130.05263160642608,461
00011_12-03-2025-10.02,OUIGO,50.83,50.83,0.0,7.4545454545454675,7.454545482023605,509
00012_12-03-2025-10.27,AVLO,45.95,50.95,5.0,37.05263157894734,37.052631606426075,581
00009_12-03-2025-11.22,IRYO,33.11,33.11,0.0,149.9090909090909,149.90909090909048,461
00006_12-03-2025-11.27,AVE,39.16,36.629999898999806,-2.5300001010001907,569.0,569.0,826
00009_12-03-2025-12.22,IRYO,40.36,40.36,0.0,44.714285714285715,44.714285714285715,461
00013_12-03-2025-12.27,AVE,52.53,52.03999999855832,-0.490000001441679,157.77777777777777,157.77777777777777,378
00004_12-03-2025-12.57,AVE,49.12,54.12,5.0,103.25,103.25,414
00014_12-03-2025-13.18,AVE,48.24,43.47499984481686,-4.765000155183145,318.8421052631579,318.8421052631579,339
00009_12-03-2025-14.02,IRYO,28.45,28.45,0.0,529.6666666666666,461.0,461
00015_12-03-2025-14.12,OUIGO,43.24,43.24,0.0,22.75,22.75,509
00016_12-03-2025-14.27,AVE,45.97,43.47499984481686,-2.495000155183142,318.842105263158,291.0,291
00017_12-03-2025-14.42,IRYO,64.65,64.65,0.0,3.2,3.2,461
00004_12-03-2025-14.57,AVE,49.33,54.33,5.0,239.77777777777777,239.77777777777777,414
00018_12-03-2025-15.27,AVLO,34.49,29.515000358769676,-4.974999641230326,529.6666666666666,529.6666666666666,571
00004_12-03-2025-15.57,AVE,60.49,65.49000000000001,5.000000000000007,292.0,292.0,414
00007_12-03-2025-16.27,AVE,66.45,71.03500029942035,4.585000299420344,301.1111111111111,301.1111111111111,414
00002_12-03-2025-16.37,IRYO,64.78,64.78,0.0,62.285714285714285,62.285714285714285,461
00004_12-03-2025-16.57,AVE,137.57,136.78502556240366,-0.7849744375963326,0.0,0.0,414
00015_12-03-2025-17.17,OUIGO,58.46,58.46,0.0,12.142857142857142,12.142857142857142,509
00009_12-03-2025-17.22,IRYO,36.74,36.74,0.0,346.7142857142857,346.7142857142857,461
00006_12-03-2025-17.27,AVE,52.81,55.440000042051956,2.630000042051954,265.0,265.0,414
00004_12-03-2025-17.57,AVE,50.34,55.34,5.0,524.9090909090909,414.0,414
00016_12-03-2025-18.27,AVE,83.65,88.65,5.0,104.41666666666667,104.41666666666667,414
00002_12-03-2025-18.32,IRYO,45.2,45.2,0.0,71.3157894736842,71.31578947368465,461
00004_12-03-2025-18.57,AVE,130.18,128.94502338445156,-1.2349766155484474,0.0,0.0,414
00009_12-03-2025-19.29,IRYO,42.37,42.37,0.0,17.714285714285715,17.714285714285715,461
00019_12-03-2025-19.34,AVLO,35.13,38.94500013605552,3.8150001360555166,44.315789473684156,44.31578947368411,581
00004_12-03-2025-20.05,AVE,30.77,31.584999603583995,0.8149996035839955,370.57142857142856,370.57142857142856,414
00009_12-03-2025-20.22,IRYO,32.23,32.23,0.0,27.142857142857142,27.142857142857142,461
00020_12-03-2025-20.27,AVE,48.48,49.01000000582384,0.5300000058238439,6.555555555555555,6.555555555555555,414
00005_12-03-2025-21.02,OUIGO,48.02,48.02,0.0,0.0,0.0,509
00007_12-03-2025-21.07,AVE,45.4,42.864999767098176,-2.5350002329018224,9.166666666666666,9.166666666666666,414
