train_idx,train_type,original_price,optimized_price,difference,predicted_demand,actual_demand,capacity
00021_23-08-2025-06.27,AVLO,33.1,37.04499971954638,3.944999719546381,611.625,581.0,581
00005_23-08-2025-07.02,OUIGO,34.5,34.5,0.0,123.3,123.3,509
00006_23-08-2025-07.27,AVE,53.64,55.44000004129646,1.8000000412964567,496.0,414.0,414
00009_23-08-2025-08.07,IRYO,28.09,28.09,0.0,459.8461538461538,459.846153846404,461
00007_23-08-2025-08.27,AVE,47.32,43.47499984406138,-3.845000155938621,405.55555555555554,405.55555555555554,414
00008_23-08-2025-08.57,AVE,67.84,58.74999968290143,-9.090000317098571,72.11764705884535,72.11764705884535,836
00009_23-08-2025-09.22,IRYO,20.76,20.76,0.0,1000.0,461.0,461
00010_23-08-2025-09.27,AVE,48.06,43.47499984405912,-4.585000155940882,405.55555555555554,405.55555555555554,414
00009_23-08-2025-09.57,IRYO,46.73,46.73,0.0,18.785714285714285,18.785714285714285,461
00011_23-08-2025-10.02,OUIGO,42.34,42.34,0.0,60.4375,60.437500000283706,509
00012_23-08-2025-10.27,AVLO,46.5,43.46500012067381,-3.034999879326193,123.11764705882352,123.11764705882352,581
00009_23-08-2025-11.22,IRYO,58.47,58.47,0.0,31.8,31.8,461
00006_23-08-2025-11.27,AVE,36.48,35.375000004655604,-1.104999995344393,800.7058823529629,800.7058823529629,803
00009_23-08-2025-12.22,IRYO,39.93,39.93,0.0,123.11764705882352,123.11764705909268,461
00013_23-08-2025-12.27,AVE,47.73,38.78500032332969,-8.944999676670307,619.2666666666667,378.0,378
00014_23-08-2025-13.18,AVE,82.74,92.74,10.0,1.9354838709677153,1.9354838711199989,339
00015_23-08-2025-14.12,OUIGO,19.04,19.04,0.0,552.0,509.0,509
00017_23-08-2025-14.42,IRYO,32.5,32.5,0.0,195.0,195.0,461
00018_23-08-2025-15.27,AVLO,29.5,24.524999247527113,-4.975000752472887,643.4545454545423,547.0,547
00007_23-08-2025-16.27,AVE,96.92,92.35499890459143,-4.565001095408576,10.461538461538481,10.461538461538467,414
00002_23-08-2025-16.37,IRYO,34.38,34.38,0.0,346.2142857142857,346.2142857142857,461
00015_23-08-2025-17.17,OUIGO,15.93,15.93,0.0,937.875,509.0,509
00018_23-08-2025-17.27,AVLO,28.11,21.804999618851834,-6.305000381148165,552.0,552.0,581
00016_23-08-2025-18.27,AVE,86.73,92.3549989044314,5.6249989044313935,6.248366013072001,6.248366013325678,414
00009_23-08-2025-19.29,IRYO,28.64,28.64,0.0,47.666666666666664,47.666666666666664,461
00019_23-08-2025-19.34,AVLO,28.7,21.804999618851788,-6.895000381148211,552.0,552.0,581
00009_23-08-2025-20.22,IRYO,18.4,18.4,0.0,729.75,461.0,461
00020_23-08-2025-20.27,AVE,15.06,21.804999618851788,6.744999618851788,986.1428571428571,414.0,414
00005_23-08-2025-21.02,OUIGO,14.21,14.21,0.0,729.75,509.0,509
