train_idx,train_type,original_price,optimized_price,difference,predicted_demand,actual_demand,capacity
00001_12-03-2025-06.12,AVLO,35.55,52.17999999881475,16.629999998814753,469.8,469.8,581
00002_12-03-2025-06.22,IRYO,19.12,19.12,0.0,707.6923076923077,461.0,461
00003_12-03-2025-06.27,AVE,51.08,51.25500001538302,0.17500001538302,307.0,307.0,359
00004_12-03-2025-06.57,AVE,92.74,92.35499890459145,-0.38500109540854055,19.63157894736844,19.631578947373896,414
00005_12-03-2025-07.02,OUIGO,29.34,29.34,0.0,93.27272727272728,93.27272727272761,509
00002_12-03-2025-07.22,IRYO,31.18,31.18,0.0,302.125,302.1250000275795,461
00006_12-03-2025-07.27,AVE,36.0,47.170000048524855,11.170000048524855,213.25,213.25,414
00004_12-03-2025-07.57,AVE,41.22,46.9749999686819,5.754999968681901,330.4,330.4,414
00007_12-03-2025-08.27,AVE,77.62,58.75,-18.870000000000005,91.66666666666667,91.66666666666667,414
00002_12-03-2025-08.32,IRYO,28.44,28.44,0.0,318.64285714285717,318.64285714285717,461
00008_12-03-2025-08.57,AVE,51.31,47.17000004852476,-4.1399999514752395,213.25,213.25,414
00009_12-03-2025-09.22,IRYO,34.46,34.46,0.0,63.823529411770096,63.823529411770096,461
00010_12-03-2025-09.27,AVE,67.9,57.6599999985586,-10.240000001441409,91.66666666666667,91.66666666666667,414
00009_12-03-2025-09.57,IRYO,35.87,35.87,0.0,63.82352941176471,63.82352941176433,461
00011_12-03-2025-10.02,OUIGO,50.83,50.83,0.0,7.4545454545454675,7.454545482050889,509
00012_12-03-2025-10.27,AVLO,45.95,31.584999602830774,-14.36500039716923,214.57142857142858,214.57142857142858,581
00009_12-03-2025-11.22,IRYO,33.11,33.11,0.0,149.9090909090909,149.90909090909622,461
00006_12-03-2025-11.27,AVE,39.16,36.62999989824431,-2.5300001017556895,569.0,569.0,826
00009_12-03-2025-12.22,IRYO,40.36,40.36,0.0,44.714285714285715,44.714285714285715,461
00013_12-03-2025-12.27,AVE,52.53,43.474999844061436,-9.055000155938565,215.46153846153845,215.46153846153845,378
00004_12-03-2025-12.57,AVE,49.12,43.47499984406135,-5.6450001559386465,318.8421052631579,318.84210526315246,414
00014_12-03-2025-13.18,AVE,48.24,43.47499984406135,-4.765000155938651,318.8421052631578,318.84210526315246,339
00009_12-03-2025-14.02,IRYO,28.45,28.45,0.0,529.6666666666666,461.0,461
00015_12-03-2025-14.12,OUIGO,43.24,43.24,0.0,22.75,22.75,509
00016_12-03-2025-14.27,AVE,45.97,47.17000004852484,1.200000048524842,213.25,213.25,291
00017_12-03-2025-14.42,IRYO,64.65,64.65,0.0,3.2,3.2,461
00004_12-03-2025-14.57,AVE,49.33,55.440000041296585,6.110000041296587,239.77777777777777,239.77777777777777,414
00018_12-03-2025-15.27,AVLO,34.49,45.68500016036818,11.195000160368181,38.842105263108834,38.842105263256556,571
00004_12-03-2025-15.57,AVE,60.49,65.53499987580929,5.044999875809289,292.0,292.0,414
00007_12-03-2025-16.27,AVE,66.45,71.03500029866484,4.585000298664838,495.3846153846146,414.0,414
00002_12-03-2025-16.37,IRYO,64.78,64.78,0.0,62.285714285714285,62.285714285714285,461
00004_12-03-2025-16.57,AVE,137.57,138.60500100692695,1.0350010069269615,0.0,0.0,414
00015_12-03-2025-17.17,OUIGO,58.46,58.46,0.0,12.142857142857142,12.142857142857142,509
00009_12-03-2025-17.22,IRYO,36.74,36.74,0.0,346.7142857142857,346.7142857142857,461
00006_12-03-2025-17.27,AVE,52.81,55.44000004129647,2.6300000412964692,265.0,265.0,414
00004_12-03-2025-17.57,AVE,50.34,55.440000041296535,5.100000041296532,524.9090909090909,414.0,414
00016_12-03-2025-18.27,AVE,83.65,71.03500029866483,-12.61499970133518,495.3846153846044,414.0,414
00002_12-03-2025-18.32,IRYO,45.2,45.2,0.0,717.7368421052631,461.0,461
00004_12-03-2025-18.57,AVE,130.18,137.62502334654644,7.445023346546435,0.0,0.0,414
00009_12-03-2025-19.29,IRYO,42.37,42.37,0.0,17.714285714285715,17.714285714285715,461
00019_12-03-2025-19.34,AVLO,35.13,26.73999942552762,-8.390000574472381,253.6250000000005,253.6250000000242,581
00004_12-03-2025-20.05,AVE,30.77,49.63000001188646,18.86000001188646,293.5833333333333,293.5833333333333,414
00009_12-03-2025-20.22,IRYO,32.23,32.23,0.0,27.142857142857142,27.142857142857142,461
00020_12-03-2025-20.27,AVE,48.48,67.2400000351465,18.760000035146497,15.882352941176435,15.882352941176435,414
00005_12-03-2025-21.02,OUIGO,48.02,48.02,0.0,0.0,0.0,509
00007_12-03-2025-21.07,AVE,45.4,31.58499960283079,-13.815000397169207,205.0,205.0,414
